TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 03:57:14;50,16;223,88;0,13;-0,00;0,03;50,16;225,03;0,13;-0,00;0,03
2021_05_08 03:57:19;50,14;223,87;0,13;-0,00;0,03;50,13;225,03;0,13;-0,00;0,03
2021_05_08 03:57:24;50,15;223,91;0,13;-0,00;0,03;50,15;225,12;0,13;-0,00;0,03
2021_05_08 03:57:29;50,17;223,88;0,13;-0,00;0,03;50,17;225,08;0,13;-0,00;0,03
2021_05_08 03:57:34;50,15;223,90;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 03:57:39;50,15;223,73;0,13;-0,00;0,03;50,15;225,00;0,13;-0,00;0,03
2021_05_08 03:57:44;50,14;223,85;0,13;-0,00;0,03;50,14;225,12;0,13;-0,00;0,03
2021_05_08 03:57:49;50,16;223,92;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 03:57:54;50,19;223,97;0,13;-0,00;0,03;50,19;225,19;0,13;-0,00;0,03
2021_05_08 03:57:59;50,18;223,98;0,13;-0,00;0,03;50,18;225,19;0,13;-0,00;0,03
2021_05_08 03:58:04;50,18;223,94;0,13;-0,00;0,03;50,18;225,14;0,13;-0,00;0,03
2021_05_08 03:58:09;50,17;223,83;0,13;-0,00;0,03;50,17;225,07;0,13;-0,00;0,03
2021_05_08 03:58:14;50,15;224,00;0,13;-0,00;0,03;50,15;225,24;0,13;-0,00;0,03
2021_05_08 03:58:19;50,15;223,91;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 03:58:24;50,14;224,01;0,13;-0,00;0,03;50,14;225,25;0,13;-0,00;0,03
2021_05_08 03:58:29;50,15;223,88;0,13;-0,00;0,03;50,15;225,10;0,13;-0,00;0,03
2021_05_08 03:58:34;50,15;223,92;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 03:58:39;50,14;223,94;0,13;-0,00;0,03;50,14;225,17;0,13;-0,00;0,03
2021_05_08 03:58:44;50,13;223,81;0,13;-0,00;0,03;50,13;225,04;0,13;-0,00;0,03
2021_05_08 03:58:49;50,13;223,86;0,13;-0,00;0,03;50,13;225,10;0,13;-0,00;0,03
2021_05_08 03:58:54;50,13;223,79;0,13;-0,00;0,03;50,13;225,05;0,13;-0,00;0,03
2021_05_08 03:58:59;50,12;223,85;0,13;-0,00;0,03;50,12;225,13;0,13;-0,00;0,03
2021_05_08 03:59:04;50,14;223,97;0,13;-0,00;0,03;50,14;225,23;0,13;-0,00;0,03
2021_05_08 03:59:09;50,16;223,87;0,13;-0,00;0,03;50,16;225,13;0,13;-0,00;0,03
2021_05_08 03:59:14;50,12;223,86;0,13;-0,00;0,03;50,12;225,15;0,13;-0,00;0,03
2021_05_08 03:59:19;50,12;223,97;0,13;-0,00;0,03;50,12;225,19;0,13;-0,00;0,03
2021_05_08 03:59:24;50,13;223,93;0,13;-0,00;0,03;50,12;225,17;0,13;-0,00;0,03
2021_05_08 03:59:29;50,12;223,88;0,13;-0,00;0,03;50,12;225,11;0,13;-0,00;0,03
2021_05_08 03:59:34;50,15;224,05;0,13;-0,00;0,03;50,15;225,23;0,13;-0,00;0,03
2021_05_08 03:59:39;50,16;224,07;0,13;-0,00;0,03;50,16;225,32;0,13;-0,00;0,03
2021_05_08 03:59:44;50,13;223,97;0,13;-0,00;0,03;50,13;225,22;0,13;-0,00;0,03
2021_05_08 03:59:49;50,11;223,91;0,13;-0,00;0,03;50,11;225,16;0,13;-0,00;0,03
2021_05_08 03:59:54;50,11;223,90;0,13;-0,00;0,03;50,11;225,11;0,13;-0,00;0,03
2021_05_08 03:59:59;50,13;223,96;0,13;-0,00;0,03;50,13;225,18;0,13;-0,00;0,03
2021_05_08 04:00:04;50,12;223,78;0,13;-0,00;0,03;50,12;225,01;0,13;-0,00;0,03
2021_05_08 04:00:09;50,12;223,96;0,13;-0,00;0,03;50,12;225,18;0,13;-0,00;0,03
2021_05_08 04:00:14;50,15;223,95;0,13;-0,00;0,03;50,15;225,17;0,13;-0,00;0,03
2021_05_08 04:00:19;50,13;223,73;0,13;-0,00;0,03;50,13;224,96;0,13;-0,00;0,03
2021_05_08 04:00:24;50,09;223,59;0,13;-0,00;0,03;50,09;224,84;0,13;-0,00;0,03
2021_05_08 04:00:29;50,10;223,83;0,13;-0,00;0,03;50,10;225,02;0,13;-0,00;0,03
2021_05_08 04:00:34;50,12;223,80;0,13;-0,00;0,03;50,12;224,92;0,13;-0,00;0,03
2021_05_08 04:00:39;50,13;223,84;0,13;-0,00;0,03;50,14;224,99;0,13;-0,00;0,03
2021_05_08 04:00:44;50,13;223,76;0,13;-0,00;0,03;50,13;224,98;0,13;-0,00;0,03
2021_05_08 04:00:49;50,13;223,94;0,13;-0,00;0,03;50,13;225,11;0,13;-0,00;0,03
2021_05_08 04:00:54;50,13;223,77;0,13;-0,00;0,03;50,13;225,00;0,13;-0,00;0,03
2021_05_08 04:00:59;50,12;223,80;0,13;-0,00;0,03;50,12;225,00;0,13;-0,00;0,03
2021_05_08 04:01:04;50,11;223,66;0,13;-0,00;0,03;50,11;224,88;0,13;-0,00;0,03
2021_05_08 04:01:09;50,10;223,77;0,13;-0,00;0,03;50,10;224,98;0,13;-0,00;0,03
2021_05_08 04:01:14;50,10;223,89;0,13;-0,00;0,03;50,10;225,06;0,13;-0,00;0,03
2021_05_08 04:01:19;50,11;223,77;0,13;-0,00;0,03;50,11;224,98;0,13;-0,00;0,03
2021_05_08 04:01:24;50,12;223,80;0,13;-0,00;0,03;50,12;224,98;0,13;-0,00;0,03
2021_05_08 04:01:29;50,11;223,90;0,13;-0,00;0,03;50,11;225,08;0,13;-0,00;0,03
2021_05_08 04:01:34;50,10;223,77;0,13;-0,00;0,03;50,10;224,97;0,13;-0,00;0,03
2021_05_08 04:01:39;50,10;223,73;0,13;-0,00;0,03;50,10;224,95;0,13;-0,00;0,03
2021_05_08 04:01:44;50,10;223,86;0,13;-0,00;0,03;50,10;225,08;0,13;-0,00;0,03
2021_05_08 04:01:49;50,12;223,94;0,13;-0,00;0,03;50,12;225,11;0,13;-0,00;0,03
2021_05_08 04:01:54;50,13;223,65;0,13;-0,00;0,03;50,13;224,93;0,13;-0,00;0,03
2021_05_08 04:01:59;50,13;223,91;0,13;-0,00;0,03;50,13;225,11;0,13;-0,00;0,03
2021_05_08 04:02:04;50,14;223,80;0,13;-0,00;0,03;50,14;224,94;0,13;-0,00;0,03
2021_05_08 04:02:09;50,14;223,82;0,13;-0,00;0,03;50,13;225,03;0,13;-0,00;0,03
2021_05_08 04:02:14;50,11;223,81;0,13;-0,00;0,03;50,11;225,01;0,13;-0,00;0,03
2021_05_08 04:02:19;50,11;223,84;0,13;-0,00;0,03;50,11;225,05;0,13;-0,00;0,03
2021_05_08 04:02:24;50,13;223,87;0,13;-0,00;0,03;50,13;225,10;0,13;-0,00;0,03
2021_05_08 04:02:29;50,12;223,68;0,13;-0,00;0,03;50,12;224,89;0,13;-0,00;0,03
2021_05_08 04:02:34;50,12;223,84;0,13;-0,00;0,03;50,12;225,03;0,13;-0,00;0,03
2021_05_08 04:02:39;50,13;223,80;0,13;-0,00;0,03;50,13;225,01;0,13;-0,00;0,03
2021_05_08 04:02:44;50,14;223,80;0,13;-0,00;0,03;50,14;224,99;0,13;-0,00;0,03
2021_05_08 04:02:49;50,13;223,60;0,13;-0,00;0,03;50,13;224,85;0,13;-0,00;0,03
2021_05_08 04:02:54;50,11;223,83;0,13;-0,00;0,03;50,11;225,06;0,13;-0,00;0,03
2021_05_08 04:02:59;50,10;223,82;0,13;-0,00;0,03;50,10;225,02;0,13;-0,00;0,03
2021_05_08 04:03:04;50,13;223,85;0,13;-0,00;0,03;50,13;225,04;0,13;-0,00;0,03
2021_05_08 04:03:09;50,14;223,76;0,13;-0,00;0,03;50,14;224,94;0,13;-0,00;0,03
2021_05_08 04:03:14;50,14;223,87;0,13;-0,00;0,03;50,14;225,04;0,13;-0,00;0,03
2021_05_08 04:03:19;50,13;223,88;0,13;-0,00;0,03;50,13;224,99;0,13;-0,00;0,03
2021_05_08 04:03:24;50,13;223,95;0,13;-0,00;0,03;50,13;225,14;0,13;-0,00;0,03
2021_05_08 04:03:29;50,14;223,81;0,13;-0,00;0,03;50,14;225,05;0,13;-0,00;0,03
2021_05_08 04:03:34;50,15;223,86;0,13;-0,00;0,03;50,15;225,08;0,13;-0,00;0,03
2021_05_08 04:03:39;50,15;223,94;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 04:03:44;50,16;223,92;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:03:49;50,15;223,87;0,13;-0,00;0,03;50,15;225,06;0,13;-0,00;0,03
2021_05_08 04:03:54;50,13;223,93;0,13;-0,00;0,03;50,13;225,12;0,13;-0,00;0,03
2021_05_08 04:03:59;50,12;223,81;0,13;-0,00;0,03;50,12;224,99;0,13;-0,00;0,03
2021_05_08 04:04:04;50,13;223,85;0,13;-0,00;0,03;50,13;225,06;0,13;-0,00;0,03
2021_05_08 04:04:09;50,13;223,93;0,13;-0,00;0,03;50,13;225,14;0,13;-0,00;0,03
2021_05_08 04:04:14;50,14;223,86;0,13;-0,00;0,03;50,14;225,08;0,13;-0,00;0,03
2021_05_08 04:04:19;50,14;223,80;0,13;-0,00;0,03;50,14;225,01;0,13;-0,00;0,03
2021_05_08 04:04:24;50,14;223,84;0,13;-0,00;0,03;50,15;225,06;0,13;-0,00;0,03
2021_05_08 04:04:29;50,15;223,99;0,13;-0,00;0,03;50,15;225,14;0,13;-0,00;0,03
2021_05_08 04:04:34;50,15;224,05;0,13;-0,00;0,03;50,15;225,22;0,13;-0,00;0,03
2021_05_08 04:04:39;50,15;223,82;0,13;-0,00;0,03;50,15;225,00;0,13;-0,00;0,03
2021_05_08 04:04:44;50,15;223,88;0,13;-0,00;0,03;50,15;225,07;0,13;-0,00;0,03
2021_05_08 04:04:49;50,14;223,80;0,13;-0,00;0,03;50,14;225,00;0,13;-0,00;0,03
2021_05_08 04:04:54;50,15;223,96;0,13;-0,00;0,03;50,15;225,18;0,13;-0,00;0,03
2021_05_08 04:04:59;50,14;223,87;0,13;-0,00;0,03;50,14;225,09;0,13;-0,00;0,03
2021_05_08 04:05:04;50,14;223,95;0,13;-0,00;0,03;50,14;225,19;0,13;-0,00;0,03
2021_05_08 04:05:09;50,15;223,88;0,13;-0,00;0,03;50,15;225,09;0,13;-0,00;0,03
2021_05_08 04:05:14;50,15;223,81;0,13;-0,00;0,03;50,15;225,03;0,13;-0,00;0,03
2021_05_08 04:05:19;50,13;223,77;0,13;-0,00;0,03;50,13;225,00;0,13;-0,00;0,03
2021_05_08 04:05:24;50,13;223,90;0,13;-0,00;0,03;50,13;225,08;0,13;-0,00;0,03
2021_05_08 04:05:29;50,14;223,87;0,13;-0,00;0,03;50,14;225,10;0,13;-0,00;0,03
2021_05_08 04:05:34;50,15;223,97;0,13;-0,00;0,03;50,15;225,22;0,13;-0,00;0,03
2021_05_08 04:05:39;50,16;223,96;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:05:44;50,15;223,78;0,13;-0,00;0,03;50,15;225,04;0,13;-0,00;0,03
2021_05_08 04:05:49;50,13;223,82;0,13;-0,00;0,03;50,13;225,01;0,13;-0,00;0,03
2021_05_08 04:05:54;50,14;223,84;0,13;-0,00;0,03;50,14;225,06;0,13;-0,00;0,03
2021_05_08 04:05:59;50,14;223,86;0,13;-0,00;0,03;50,14;225,07;0,13;-0,00;0,03
2021_05_08 04:06:04;50,13;223,79;0,13;-0,00;0,03;50,13;225,03;0,13;-0,00;0,03
2021_05_08 04:06:09;50,13;223,91;0,13;-0,00;0,03;50,13;225,17;0,13;-0,00;0,03
2021_05_08 04:06:14;50,15;224,00;0,13;-0,00;0,03;50,15;225,21;0,13;-0,00;0,03
2021_05_08 04:06:19;50,16;223,92;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:06:24;50,16;224,03;0,13;-0,00;0,03;50,16;225,23;0,13;-0,00;0,03
2021_05_08 04:06:29;50,16;223,93;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:06:34;50,14;223,93;0,13;-0,00;0,03;50,14;225,10;0,13;-0,00;0,03
2021_05_08 04:06:39;50,13;223,99;0,13;-0,00;0,03;50,13;225,14;0,13;-0,00;0,03
2021_05_08 04:06:44;50,14;223,91;0,13;-0,00;0,03;50,14;225,11;0,13;-0,00;0,03
2021_05_08 04:06:49;50,14;223,97;0,13;-0,00;0,03;50,15;225,14;0,13;-0,00;0,03
2021_05_08 04:06:54;50,16;223,94;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:06:59;50,15;223,92;0,13;-0,00;0,03;50,15;225,08;0,13;-0,00;0,03
2021_05_08 04:07:04;50,13;223,91;0,13;-0,00;0,03;50,13;225,06;0,13;-0,00;0,03
2021_05_08 04:07:09;50,13;223,80;0,13;-0,00;0,03;50,13;224,95;0,13;-0,00;0,03
2021_05_08 04:07:14;50,12;223,94;0,13;-0,00;0,03;50,12;225,10;0,13;-0,00;0,03
2021_05_08 04:07:19;50,13;223,95;0,13;-0,00;0,03;50,13;225,11;0,13;-0,00;0,03
2021_05_08 04:07:24;50,16;223,98;0,13;-0,00;0,03;50,16;225,16;0,13;-0,00;0,03
2021_05_08 04:07:29;50,16;223,93;0,13;-0,00;0,03;50,16;225,12;0,13;-0,00;0,03
2021_05_08 04:07:34;50,15;223,87;0,13;-0,00;0,03;50,15;225,07;0,13;-0,00;0,03
2021_05_08 04:07:39;50,14;223,92;0,13;-0,00;0,03;50,14;225,12;0,13;-0,00;0,03
2021_05_08 04:07:44;50,13;223,86;0,13;-0,00;0,03;50,14;225,09;0,13;-0,00;0,03
2021_05_08 04:07:49;50,14;224,00;0,13;-0,00;0,03;50,14;225,15;0,13;-0,00;0,03
2021_05_08 04:07:54;50,15;223,97;0,13;-0,00;0,03;50,15;225,13;0,13;-0,00;0,03
2021_05_08 04:07:59;50,15;223,99;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 04:08:04;50,16;223,91;0,13;-0,00;0,03;50,16;225,09;0,13;-0,00;0,03
2021_05_08 04:08:09;50,15;223,82;0,13;-0,00;0,03;50,15;225,02;0,13;-0,00;0,03
2021_05_08 04:08:14;50,15;223,89;0,13;-0,00;0,03;50,15;225,08;0,13;-0,00;0,03
2021_05_08 04:08:19;50,16;223,96;0,13;-0,00;0,03;50,16;225,13;0,13;-0,00;0,03
2021_05_08 04:08:24;50,17;223,95;0,13;-0,00;0,03;50,17;225,16;0,13;-0,00;0,03
2021_05_08 04:08:29;50,16;223,93;0,13;-0,00;0,03;50,16;225,10;0,13;-0,00;0,03
2021_05_08 04:08:34;50,13;223,85;0,13;-0,00;0,03;50,13;225,02;0,13;-0,00;0,03
2021_05_08 04:08:39;50,14;223,99;0,13;-0,00;0,03;50,14;225,16;0,13;-0,00;0,03
2021_05_08 04:08:44;50,14;223,95;0,13;-0,00;0,03;50,14;225,12;0,13;-0,00;0,03
2021_05_08 04:08:49;50,14;223,89;0,13;-0,00;0,03;50,14;225,05;0,13;-0,00;0,03
2021_05_08 04:08:54;50,14;223,94;0,13;-0,00;0,03;50,14;225,14;0,13;-0,00;0,03
2021_05_08 04:08:59;50,15;223,83;0,13;-0,00;0,03;50,15;225,03;0,13;-0,00;0,03
2021_05_08 04:09:04;50,13;223,89;0,13;-0,00;0,03;50,13;225,09;0,13;-0,00;0,03
2021_05_08 04:09:09;50,13;223,94;0,13;-0,00;0,03;50,13;225,16;0,13;-0,00;0,03
2021_05_08 04:09:14;50,15;223,96;0,13;-0,00;0,03;50,15;225,13;0,13;-0,00;0,03
2021_05_08 04:09:19;50,16;224,03;0,13;-0,00;0,03;50,16;225,21;0,13;-0,00;0,03
2021_05_08 04:09:24;50,14;223,96;0,13;-0,00;0,03;50,14;225,14;0,13;-0,00;0,03
2021_05_08 04:09:29;50,14;223,85;0,13;-0,00;0,03;50,14;225,07;0,13;-0,00;0,03
2021_05_08 04:09:34;50,14;223,90;0,13;-0,00;0,03;50,14;225,11;0,13;-0,00;0,03
2021_05_08 04:09:39;50,14;223,75;0,13;-0,00;0,03;50,14;224,97;0,13;-0,00;0,03
2021_05_08 04:09:44;50,13;223,78;0,13;-0,00;0,03;50,13;225,01;0,13;-0,00;0,03
2021_05_08 04:09:49;50,14;223,93;0,13;-0,00;0,03;50,14;225,09;0,13;-0,00;0,03
2021_05_08 04:09:54;50,13;223,83;0,13;-0,00;0,03;50,13;225,01;0,13;-0,00;0,03
2021_05_08 04:09:59;50,12;223,92;0,13;-0,00;0,03;50,12;225,12;0,13;-0,00;0,03
2021_05_08 04:10:04;50,15;223,87;0,13;-0,00;0,03;50,15;225,05;0,13;-0,00;0,03
2021_05_08 04:10:09;50,15;223,98;0,13;-0,00;0,03;50,15;225,18;0,13;-0,00;0,03
2021_05_08 04:10:14;50,15;223,76;0,13;-0,00;0,03;50,15;224,96;0,13;-0,00;0,03
2021_05_08 04:10:19;50,14;223,78;0,13;-0,00;0,03;50,14;224,98;0,13;-0,00;0,03
2021_05_08 04:10:24;50,12;223,91;0,13;-0,00;0,03;50,12;225,15;0,13;-0,00;0,03
2021_05_08 04:10:29;50,13;223,85;0,13;-0,00;0,03;50,13;225,08;0,13;-0,00;0,03
2021_05_08 04:10:34;50,14;223,91;0,13;-0,00;0,03;50,14;225,13;0,13;-0,00;0,03
2021_05_08 04:10:39;50,14;223,83;0,13;-0,00;0,03;50,14;225,02;0,13;-0,00;0,03
2021_05_08 04:10:44;50,15;223,94;0,13;-0,00;0,03;50,15;225,15;0,13;-0,00;0,03
2021_05_08 04:10:49;50,16;223,95;0,13;-0,00;0,03;50,16;225,17;0,13;-0,00;0,03
2021_05_08 04:10:54;50,12;223,85;0,13;-0,00;0,03;50,12;225,06;0,13;-0,00;0,03
2021_05_08 04:10:59;50,09;223,81;0,13;-0,00;0,03;50,09;225,04;0,13;-0,00;0,03
2021_05_08 04:11:04;50,09;223,84;0,13;-0,00;0,03;50,08;224,95;0,13;-0,00;0,03
2021_05_08 04:11:09;50,08;223,72;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03
2021_05_08 04:11:14;50,08;223,89;0,13;-0,00;0,03;50,08;224,70;0,13;-0,00;0,03
2021_05_08 04:11:19;50,08;223,84;0,13;-0,00;0,03;50,08;225,02;0,13;-0,00;0,03
2021_05_08 04:11:24;50,07;223,84;0,13;-0,00;0,03;50,07;225,06;0,13;-0,00;0,03
2021_05_08 04:11:29;50,05;223,79;0,13;-0,00;0,03;50,05;225,04;0,13;-0,00;0,03
2021_05_08 04:11:34;50,04;223,79;0,13;-0,00;0,03;50,04;225,05;0,13;-0,00;0,03
2021_05_08 04:11:39;50,04;223,83;0,13;-0,00;0,03;50,04;225,02;0,13;-0,00;0,03
2021_05_08 04:11:44;50,03;223,79;0,13;-0,00;0,03;50,02;224,95;0,13;-0,00;0,03
2021_05_08 04:11:49;50,00;223,62;0,13;-0,00;0,03;50,00;224,87;0,13;-0,00;0,03
2021_05_08 04:11:54;49,96;223,70;0,13;-0,00;0,03;49,96;224,97;0,13;-0,00;0,03
2021_05_08 04:11:59;49,96;223,71;0,13;-0,00;0,03;49,96;224,88;0,13;-0,00;0,03
2021_05_08 04:12:04;49,96;223,61;0,13;-0,00;0,03;49,96;224,81;0,13;-0,00;0,03
2021_05_08 04:12:09;49,96;223,74;0,13;-0,00;0,03;49,96;224,96;0,13;-0,00;0,03
2021_05_08 04:12:14;49,97;223,65;0,13;-0,00;0,03;49,97;224,84;0,13;-0,00;0,03
2021_05_08 04:12:19;49,98;223,80;0,13;-0,00;0,03;49,97;224,94;0,13;-0,00;0,03
2021_05_08 04:12:24;49,98;223,83;0,13;-0,00;0,03;49,98;225,03;0,13;-0,00;0,03
2021_05_08 04:12:29;50,00;223,80;0,13;-0,00;0,03;50,00;224,96;0,13;-0,00;0,03
2021_05_08 04:12:34;50,03;223,80;0,13;-0,00;0,03;50,03;224,95;0,13;-0,00;0,03
2021_05_08 04:12:39;50,03;223,78;0,13;-0,00;0,03;50,03;224,93;0,13;-0,00;0,03
2021_05_08 04:12:44;50,03;223,59;0,13;-0,00;0,03;50,03;224,88;0,13;-0,00;0,03
2021_05_08 04:12:49;50,03;223,79;0,13;-0,00;0,03;50,03;225,02;0,13;-0,00;0,03
2021_05_08 04:12:54;50,04;223,85;0,13;-0,00;0,03;50,05;225,02;0,13;-0,00;0,03
2021_05_08 04:12:59;50,05;223,81;0,13;-0,00;0,03;50,05;224,99;0,13;-0,00;0,03
2021_05_08 04:13:04;50,04;223,75;0,13;-0,00;0,03;50,04;224,91;0,13;-0,00;0,03
2021_05_08 04:13:09;50,04;223,69;0,13;-0,00;0,03;50,05;224,84;0,13;-0,00;0,03
2021_05_08 04:13:14;50,03;223,75;0,13;-0,00;0,03;50,03;224,93;0,13;-0,00;0,03
2021_05_08 04:13:19;50,05;223,80;0,13;-0,00;0,03;50,05;225,02;0,13;-0,00;0,03
2021_05_08 04:13:24;50,07;223,75;0,13;-0,00;0,03;50,07;224,97;0,13;-0,00;0,03
2021_05_08 04:13:29;50,06;223,80;0,13;-0,00;0,03;50,06;224,99;0,13;-0,00;0,03
2021_05_08 04:13:34;50,06;223,67;0,13;-0,00;0,03;50,06;224,88;0,13;-0,00;0,03
2021_05_08 04:13:39;50,04;223,63;0,13;-0,00;0,03;50,04;224,80;0,13;-0,00;0,03
2021_05_08 04:13:44;50,03;223,88;0,13;-0,00;0,03;50,03;225,05;0,13;-0,00;0,03
2021_05_08 04:13:49;50,04;223,77;0,13;-0,00;0,03;50,04;224,95;0,13;-0,00;0,03
2021_05_08 04:13:54;50,04;223,78;0,13;-0,00;0,03;50,04;225,00;0,13;-0,00;0,03
2021_05_08 04:13:59;50,05;223,83;0,13;-0,00;0,03;50,05;225,08;0,13;-0,00;0,03
2021_05_08 04:14:04;50,05;223,74;0,13;-0,00;0,03;50,05;225,00;0,13;-0,00;0,03
2021_05_08 04:14:09;50,05;223,72;0,13;-0,00;0,03;50,05;224,98;0,13;-0,00;0,03
2021_05_08 04:14:14;50,04;223,69;0,13;-0,00;0,03;50,04;224,93;0,13;-0,00;0,03
2021_05_08 04:14:19;50,04;223,72;0,13;-0,00;0,03;50,04;224,97;0,13;-0,00;0,03
2021_05_08 04:14:24;50,05;223,84;0,13;-0,00;0,03;50,05;225,06;0,13;-0,00;0,03
2021_05_08 04:14:29;50,06;223,76;0,13;-0,00;0,03;50,06;225,00;0,13;-0,00;0,03
2021_05_08 04:14:34;50,08;223,81;0,13;-0,00;0,03;50,08;225,03;0,13;-0,00;0,03
2021_05_08 04:14:39;50,08;223,86;0,13;-0,00;0,03;50,08;225,11;0,13;-0,00;0,03
2021_05_08 04:14:44;50,09;223,87;0,13;-0,00;0,03;50,09;225,10;0,13;-0,00;0,03
2021_05_08 04:14:49;50,07;223,62;0,13;-0,00;0,03;50,07;224,85;0,13;-0,00;0,03
2021_05_08 04:14:54;50,04;223,74;0,13;-0,00;0,03;50,04;224,98;0,13;-0,00;0,03
2021_05_08 04:14:59;50,05;223,82;0,13;-0,00;0,03;50,05;225,03;0,13;-0,00;0,03
2021_05_08 04:15:04;50,05;223,78;0,13;-0,00;0,03;50,05;224,98;0,13;-0,00;0,03
2021_05_08 04:15:09;50,04;223,76;0,13;-0,00;0,03;50,04;224,97;0,13;-0,00;0,03
2021_05_08 04:15:14;50,05;223,78;0,13;-0,00;0,03;50,05;225,02;0,13;-0,00;0,03
2021_05_08 04:15:19;50,06;223,75;0,13;-0,00;0,03;50,06;225,01;0,13;-0,00;0,03
2021_05_08 04:15:24;50,06;223,73;0,13;-0,00;0,03;50,06;225,00;0,13;-0,00;0,03
2021_05_08 04:15:29;50,06;223,79;0,13;-0,00;0,03;50,05;225,01;0,13;-0,00;0,03
2021_05_08 04:15:34;50,07;223,83;0,13;-0,00;0,03;50,07;225,04;0,13;-0,00;0,03
2021_05_08 04:15:39;50,07;223,76;0,13;-0,00;0,03;50,06;224,98;0,13;-0,00;0,03
2021_05_08 04:15:44;50,04;223,72;0,13;-0,00;0,03;50,04;224,95;0,13;-0,00;0,03
2021_05_08 04:15:49;50,04;223,83;0,13;-0,00;0,03;50,04;225,07;0,13;-0,00;0,03
2021_05_08 04:15:54;50,08;223,90;0,13;-0,00;0,03;50,08;225,19;0,13;-0,00;0,03
2021_05_08 04:15:59;50,07;223,64;0,13;-0,00;0,03;50,07;224,94;0,13;-0,00;0,03
2021_05_08 04:16:04;50,05;223,75;0,13;-0,00;0,03;50,05;225,03;0,13;-0,00;0,03
2021_05_08 04:16:09;50,06;223,85;0,13;-0,00;0,03;50,06;225,07;0,13;-0,00;0,03
2021_05_08 04:16:14;50,05;223,58;0,13;-0,00;0,03;50,05;224,84;0,13;-0,00;0,03
2021_05_08 04:16:19;50,04;223,73;0,13;-0,00;0,03;50,04;224,96;0,13;-0,00;0,03
2021_05_08 04:16:24;50,05;223,78;0,13;-0,00;0,03;50,05;225,04;0,13;-0,00;0,03
2021_05_08 04:16:29;50,06;223,92;0,13;-0,00;0,03;50,06;225,21;0,13;-0,00;0,03
2021_05_08 04:16:34;50,04;223,91;0,13;-0,00;0,03;50,04;225,20;0,13;-0,00;0,03
2021_05_08 04:16:39;50,02;223,87;0,13;-0,00;0,03;50,02;225,14;0,13;-0,00;0,03
2021_05_08 04:16:44;50,03;223,81;0,13;-0,00;0,03;50,03;225,06;0,13;-0,00;0,03
2021_05_08 04:16:49;50,04;223,95;0,13;-0,00;0,03;50,04;225,18;0,13;-0,00;0,03
2021_05_08 04:16:54;50,04;223,91;0,13;-0,00;0,03;50,04;225,11;0,13;-0,00;0,03
2021_05_08 04:16:59;50,05;223,89;0,13;-0,00;0,03;50,05;225,13;0,13;-0,00;0,03
2021_05_08 04:17:04;50,04;223,87;0,13;-0,00;0,03;50,04;225,12;0,13;-0,00;0,03
2021_05_08 04:17:09;50,03;223,81;0,13;-0,00;0,03;50,03;225,08;0,13;-0,00;0,03
2021_05_08 04:17:14;50,02;223,90;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03
2021_05_08 04:17:19;50,04;224,00;0,13;-0,00;0,03;50,04;225,25;0,13;-0,00;0,03
2021_05_08 04:17:24;50,05;223,86;0,13;-0,00;0,03;50,05;225,11;0,13;-0,00;0,03
2021_05_08 04:17:29;50,06;223,86;0,13;-0,00;0,03;50,06;225,01;0,13;-0,00;0,03
2021_05_08 04:17:34;50,04;223,87;0,13;-0,00;0,03;50,04;225,01;0,13;-0,00;0,03
2021_05_08 04:17:39;50,03;223,75;0,13;-0,00;0,03;50,03;224,93;0,13;-0,00;0,03
2021_05_08 04:17:44;50,02;223,93;0,13;-0,00;0,03;50,02;225,08;0,13;-0,00;0,03
2021_05_08 04:17:49;50,02;223,75;0,13;-0,00;0,03;50,02;224,94;0,13;-0,00;0,03
2021_05_08 04:17:54;50,03;223,76;0,13;-0,00;0,03;50,03;224,94;0,13;-0,00;0,03
2021_05_08 04:17:59;50,04;223,78;0,13;-0,00;0,03;50,04;224,94;0,13;-0,00;0,03
2021_05_08 04:18:04;50,04;223,83;0,13;-0,00;0,03;50,04;224,98;0,13;-0,00;0,03
2021_05_08 04:18:09;50,05;223,88;0,13;-0,00;0,03;50,05;225,05;0,13;-0,00;0,03
