TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 02:46:24;50,06;223,00;0,13;-0,00;0,03;50,06;224,57;0,13;-0,00;0,03;50,06;224,30;0,13;-0,00;0,03;50,06;222,97;0,13;-0,00;0,03
2021_05_08 02:46:29;50,07;222,84;0,13;-0,00;0,03;50,07;224,43;0,13;-0,00;0,03;50,07;224,21;0,13;-0,00;0,03;50,07;222,88;0,13;-0,00;0,03
2021_05_08 02:46:34;50,06;222,82;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,06;224,15;0,13;-0,00;0,03;50,06;222,82;0,13;-0,00;0,03
2021_05_08 02:46:39;50,08;222,89;0,13;-0,00;0,03;50,08;224,45;0,13;-0,00;0,03;50,08;224,16;0,13;-0,00;0,03;50,08;222,86;0,13;-0,00;0,03
2021_05_08 02:46:44;50,09;222,92;0,13;-0,00;0,03;50,09;224,41;0,13;-0,00;0,03;50,09;224,18;0,13;-0,00;0,03;50,09;222,88;0,13;-0,00;0,03
2021_05_08 02:46:49;50,09;222,94;0,13;-0,00;0,03;50,09;224,49;0,13;-0,00;0,03;50,09;224,23;0,13;-0,00;0,03;50,09;222,96;0,13;-0,00;0,03
2021_05_08 02:46:54;50,07;222,75;0,13;-0,00;0,03;50,07;224,30;0,13;-0,00;0,03;50,07;224,03;0,13;-0,00;0,03;50,07;222,72;0,13;-0,00;0,03
2021_05_08 02:46:59;50,04;222,89;0,13;-0,00;0,03;50,04;224,46;0,13;-0,00;0,03;50,04;224,15;0,13;-0,00;0,03;50,04;222,83;0,13;-0,00;0,03
2021_05_08 02:47:04;50,05;222,78;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,05;224,20;0,13;-0,00;0,03;50,05;222,84;0,13;-0,00;0,03
2021_05_08 02:47:09;50,06;222,84;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03;50,06;224,16;0,13;-0,00;0,03;50,06;222,80;0,13;-0,00;0,03
2021_05_08 02:47:14;50,08;222,86;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,09;224,22;0,13;-0,00;0,03;50,09;222,88;0,13;-0,00;0,03
2021_05_08 02:47:19;50,09;222,79;0,13;-0,00;0,03;50,09;224,36;0,13;-0,00;0,03;50,09;224,12;0,13;-0,00;0,03;50,09;222,79;0,13;-0,00;0,03
2021_05_08 02:47:24;50,09;222,86;0,13;-0,00;0,03;50,09;224,36;0,13;-0,00;0,03;50,09;224,14;0,13;-0,00;0,03;50,09;222,80;0,13;-0,00;0,03
2021_05_08 02:47:29;50,08;222,81;0,13;-0,00;0,03;50,08;224,38;0,13;-0,00;0,03;50,08;224,14;0,13;-0,00;0,03;50,08;222,81;0,13;-0,00;0,03
2021_05_08 02:47:34;50,08;222,86;0,13;-0,00;0,03;50,08;224,40;0,13;-0,00;0,03;50,08;224,15;0,13;-0,00;0,03;50,08;222,85;0,13;-0,00;0,03
2021_05_08 02:47:39;50,08;222,84;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,20;0,13;-0,00;0,03;50,08;222,84;0,13;-0,00;0,03
2021_05_08 02:47:44;50,09;222,86;0,13;-0,00;0,03;50,09;224,45;0,13;-0,00;0,03;50,09;224,23;0,13;-0,00;0,03;50,09;222,86;0,13;-0,00;0,03
2021_05_08 02:47:49;50,09;223,01;0,13;-0,00;0,03;50,09;224,58;0,13;-0,00;0,03;50,09;224,36;0,13;-0,00;0,03;50,09;223,01;0,13;-0,00;0,03
2021_05_08 02:47:54;50,08;222,79;0,13;-0,00;0,03;50,08;224,40;0,13;-0,00;0,03;50,08;224,15;0,13;-0,00;0,03;50,08;222,79;0,13;-0,00;0,03
2021_05_08 02:47:59;50,07;222,88;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,19;0,13;-0,00;0,03;50,07;222,88;0,13;-0,00;0,03
2021_05_08 02:48:04;50,06;222,79;0,13;-0,00;0,03;50,06;224,38;0,13;-0,00;0,03;50,06;224,15;0,13;-0,00;0,03;50,06;222,79;0,13;-0,00;0,03
2021_05_08 02:48:09;50,07;222,88;0,13;-0,00;0,03;50,07;224,48;0,13;-0,00;0,03;50,07;224,22;0,13;-0,00;0,03;50,07;222,88;0,13;-0,00;0,03
2021_05_08 02:48:14;50,08;222,95;0,13;-0,00;0,03;50,08;224,53;0,13;-0,00;0,03;50,08;224,27;0,13;-0,00;0,03;50,08;222,95;0,13;-0,00;0,03
2021_05_08 02:48:19;50,08;222,94;0,13;-0,00;0,03;50,08;224,52;0,13;-0,00;0,03;50,08;224,30;0,13;-0,00;0,03;50,09;222,96;0,13;-0,00;0,03
2021_05_08 02:48:24;50,09;222,89;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,09;224,25;0,13;-0,00;0,03;50,08;222,85;0,13;-0,00;0,03
2021_05_08 02:48:29;50,07;222,78;0,13;-0,00;0,03;50,07;224,33;0,13;-0,00;0,03;50,07;224,11;0,13;-0,00;0,03;50,07;222,80;0,13;-0,00;0,03
2021_05_08 02:48:34;50,05;222,88;0,13;-0,00;0,03;50,05;224,43;0,13;-0,00;0,03;50,05;224,24;0,13;-0,00;0,03;50,05;222,82;0,13;-0,00;0,03
2021_05_08 02:48:39;50,05;222,81;0,13;-0,00;0,03;50,05;224,39;0,13;-0,00;0,03;50,05;224,15;0,13;-0,00;0,03;50,06;222,76;0,13;-0,00;0,03
2021_05_08 02:48:44;50,07;222,94;0,13;-0,00;0,03;50,07;224,54;0,13;-0,00;0,03;50,07;224,27;0,13;-0,00;0,03;50,07;222,93;0,13;-0,00;0,03
2021_05_08 02:48:49;50,08;222,79;0,13;-0,00;0,03;50,08;224,42;0,13;-0,00;0,03;50,07;224,13;0,13;-0,00;0,03;50,07;222,75;0,13;-0,00;0,03
2021_05_08 02:48:54;50,07;222,88;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,06;224,23;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03
2021_05_08 02:48:59;50,05;222,85;0,13;-0,00;0,03;50,05;224,43;0,13;-0,00;0,03;50,05;224,17;0,13;-0,00;0,03;50,05;222,82;0,13;-0,00;0,03
2021_05_08 02:49:04;50,05;222,93;0,13;-0,00;0,03;50,05;224,52;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03;50,05;222,98;0,13;-0,00;0,03
2021_05_08 02:49:09;50,06;222,78;0,13;-0,00;0,03;50,06;224,34;0,13;-0,00;0,03;50,05;224,14;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03
2021_05_08 02:49:14;50,03;222,87;0,13;-0,00;0,03;50,03;224,45;0,13;-0,00;0,03;50,03;224,16;0,13;-0,00;0,03;50,03;222,80;0,13;-0,00;0,03
2021_05_08 02:49:19;50,03;222,89;0,13;-0,00;0,03;50,03;224,50;0,13;-0,00;0,03;50,03;224,21;0,13;-0,00;0,03;50,03;222,87;0,13;-0,00;0,03
2021_05_08 02:49:24;50,04;222,93;0,13;-0,00;0,03;50,04;224,54;0,13;-0,00;0,03;50,04;224,31;0,13;-0,00;0,03;50,04;222,94;0,13;-0,00;0,03
2021_05_08 02:49:29;50,05;222,89;0,13;-0,00;0,03;50,05;224,48;0,13;-0,00;0,03;50,05;224,21;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03
2021_05_08 02:49:34;50,08;222,86;0,13;-0,00;0,03;50,08;224,49;0,13;-0,00;0,03;50,08;224,25;0,13;-0,00;0,03;50,08;222,86;0,13;-0,00;0,03
2021_05_08 02:49:39;50,08;222,89;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,21;0,13;-0,00;0,03;50,08;222,84;0,13;-0,00;0,03
2021_05_08 02:49:44;50,06;222,84;0,13;-0,00;0,03;50,06;224,43;0,13;-0,00;0,03;50,05;224,19;0,13;-0,00;0,03;50,05;222,84;0,13;-0,00;0,03
2021_05_08 02:49:49;50,06;222,96;0,13;-0,00;0,03;50,06;224,59;0,13;-0,00;0,03;50,06;224,28;0,13;-0,00;0,03;50,06;222,98;0,13;-0,00;0,03
2021_05_08 02:49:54;50,06;222,86;0,13;-0,00;0,03;50,06;224,43;0,13;-0,00;0,03;50,06;224,16;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03
2021_05_08 02:49:59;50,05;222,97;0,13;-0,00;0,03;50,05;224,51;0,13;-0,00;0,03;50,05;224,24;0,13;-0,00;0,03;50,05;222,90;0,13;-0,00;0,03
2021_05_08 02:50:04;50,06;222,96;0,13;-0,00;0,03;50,06;224,55;0,13;-0,00;0,03;50,06;224,31;0,13;-0,00;0,03;50,06;222,93;0,13;-0,00;0,03
2021_05_08 02:50:09;50,07;222,86;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,22;0,13;-0,00;0,03;50,07;222,86;0,13;-0,00;0,03
2021_05_08 02:50:14;50,08;222,95;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;224,35;0,13;-0,00;0,03;50,08;222,95;0,13;-0,00;0,03
2021_05_08 02:50:19;50,08;222,83;0,13;-0,00;0,03;50,08;224,42;0,13;-0,00;0,03;50,08;224,17;0,13;-0,00;0,03;50,08;222,83;0,13;-0,00;0,03
2021_05_08 02:50:24;50,07;222,86;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,19;0,13;-0,00;0,03;50,07;222,86;0,13;-0,00;0,03
2021_05_08 02:50:29;50,05;223,00;0,13;-0,00;0,03;50,05;224,61;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03;50,05;223,00;0,13;-0,00;0,03
2021_05_08 02:50:34;50,06;223,05;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;224,38;0,13;-0,00;0,03;50,06;223,05;0,13;-0,00;0,03
2021_05_08 02:50:39;50,07;223,00;0,13;-0,00;0,03;50,07;224,59;0,13;-0,00;0,03;50,07;224,36;0,13;-0,00;0,03;50,07;223,00;0,13;-0,00;0,03
2021_05_08 02:50:44;50,06;222,83;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03;50,06;224,20;0,13;-0,00;0,03;50,06;222,83;0,13;-0,00;0,03
2021_05_08 02:50:49;50,06;222,80;0,13;-0,00;0,03;50,06;224,39;0,13;-0,00;0,03;50,05;224,13;0,13;-0,00;0,03;50,06;222,80;0,13;-0,00;0,03
2021_05_08 02:50:54;50,05;222,87;0,13;-0,00;0,03;50,05;224,42;0,13;-0,00;0,03;50,05;224,21;0,13;-0,00;0,03;50,05;222,83;0,13;-0,00;0,03
2021_05_08 02:50:59;50,06;223,07;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;224,39;0,13;-0,00;0,03;50,06;223,03;0,13;-0,00;0,03
2021_05_08 02:51:04;50,08;222,97;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;224,30;0,13;-0,00;0,03;50,08;222,93;0,13;-0,00;0,03
2021_05_08 02:51:09;50,09;222,88;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,09;224,23;0,13;-0,00;0,03;50,09;222,89;0,13;-0,00;0,03
2021_05_08 02:51:14;50,08;222,89;0,13;-0,00;0,03;50,08;224,49;0,13;-0,00;0,03;50,08;224,23;0,13;-0,00;0,03;50,08;222,90;0,13;-0,00;0,03
2021_05_08 02:51:19;50,08;222,92;0,13;-0,00;0,03;50,08;224,49;0,13;-0,00;0,03;50,08;224,26;0,13;-0,00;0,03;50,08;222,88;0,13;-0,00;0,03
2021_05_08 02:51:24;50,06;222,88;0,13;-0,00;0,03;50,06;224,47;0,13;-0,00;0,03;50,05;224,20;0,13;-0,00;0,03;50,05;222,86;0,13;-0,00;0,03
2021_05_08 02:51:29;50,05;222,88;0,13;-0,00;0,03;50,05;224,46;0,13;-0,00;0,03;50,05;224,19;0,13;-0,00;0,03;50,05;222,86;0,13;-0,00;0,03
2021_05_08 02:51:34;50,07;223,00;0,13;-0,00;0,03;50,07;224,59;0,13;-0,00;0,03;50,08;224,32;0,13;-0,00;0,03;50,08;223,01;0,13;-0,00;0,03
2021_05_08 02:51:39;50,08;222,91;0,13;-0,00;0,03;50,08;224,51;0,13;-0,00;0,03;50,08;224,24;0,13;-0,00;0,03;50,08;222,91;0,13;-0,00;0,03
2021_05_08 02:51:44;50,08;222,86;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,21;0,13;-0,00;0,03;50,08;222,87;0,13;-0,00;0,03
2021_05_08 02:51:49;50,08;222,85;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,19;0,13;-0,00;0,03;50,08;222,82;0,13;-0,00;0,03
2021_05_08 02:51:54;50,06;222,82;0,13;-0,00;0,03;50,06;224,41;0,13;-0,00;0,03;50,06;224,13;0,13;-0,00;0,03;50,06;222,78;0,13;-0,00;0,03
2021_05_08 02:51:59;50,06;222,86;0,13;-0,00;0,03;50,05;224,47;0,13;-0,00;0,03;50,05;224,23;0,13;-0,00;0,03;50,05;222,90;0,13;-0,00;0,03
2021_05_08 02:52:04;50,06;222,85;0,13;-0,00;0,03;50,06;224,46;0,13;-0,00;0,03;50,06;224,21;0,13;-0,00;0,03;50,06;222,88;0,13;-0,00;0,03
2021_05_08 02:52:09;50,06;222,98;0,13;-0,00;0,03;50,07;224,56;0,13;-0,00;0,03;50,07;224,29;0,13;-0,00;0,03;50,07;222,96;0,13;-0,00;0,03
2021_05_08 02:52:14;50,06;222,87;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03;50,05;224,16;0,13;-0,00;0,03;50,05;222,85;0,13;-0,00;0,03
2021_05_08 02:52:19;50,05;222,93;0,13;-0,00;0,03;50,05;224,55;0,13;-0,00;0,03;50,05;224,27;0,13;-0,00;0,03;50,05;222,95;0,13;-0,00;0,03
2021_05_08 02:52:24;50,05;222,91;0,13;-0,00;0,03;50,05;224,50;0,13;-0,00;0,03;50,05;224,25;0,13;-0,00;0,03;50,05;222,91;0,13;-0,00;0,03
2021_05_08 02:52:29;50,05;222,87;0,13;-0,00;0,03;50,05;224,45;0,13;-0,00;0,03;50,05;224,20;0,13;-0,00;0,03;50,05;222,89;0,13;-0,00;0,03
2021_05_08 02:52:34;50,07;222,86;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,23;0,13;-0,00;0,03;50,07;222,86;0,13;-0,00;0,03
2021_05_08 02:52:39;50,08;222,79;0,13;-0,00;0,03;50,08;224,36;0,13;-0,00;0,03;50,08;224,15;0,13;-0,00;0,03;50,08;222,79;0,13;-0,00;0,03
2021_05_08 02:52:44;50,08;222,99;0,13;-0,00;0,03;50,08;224,57;0,13;-0,00;0,03;50,08;224,33;0,13;-0,00;0,03;50,08;222,99;0,13;-0,00;0,03
2021_05_08 02:52:49;50,07;222,87;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,06;224,19;0,13;-0,00;0,03;50,06;222,87;0,13;-0,00;0,03
2021_05_08 02:52:54;50,07;222,84;0,13;-0,00;0,03;50,07;224,43;0,13;-0,00;0,03;50,07;224,16;0,13;-0,00;0,03;50,07;222,84;0,13;-0,00;0,03
2021_05_08 02:52:59;50,08;222,79;0,13;-0,00;0,03;50,08;224,39;0,13;-0,00;0,03;50,07;224,12;0,13;-0,00;0,03;50,07;222,79;0,13;-0,00;0,03
2021_05_08 02:53:04;50,08;222,69;0,13;-0,00;0,03;50,08;224,28;0,13;-0,00;0,03;50,08;224,03;0,13;-0,00;0,03;50,08;222,71;0,13;-0,00;0,03
2021_05_08 02:53:09;50,08;222,89;0,13;-0,00;0,03;50,08;224,47;0,13;-0,00;0,03;50,07;224,22;0,13;-0,00;0,03;50,07;222,83;0,13;-0,00;0,03
2021_05_08 02:53:14;50,07;222,82;0,13;-0,00;0,03;50,07;224,39;0,13;-0,00;0,03;50,07;224,17;0,13;-0,00;0,03;50,06;222,82;0,13;-0,00;0,03
2021_05_08 02:53:19;50,07;222,88;0,13;-0,00;0,03;50,07;224,48;0,13;-0,00;0,03;50,07;224,20;0,13;-0,00;0,03;50,06;222,85;0,13;-0,00;0,03
2021_05_08 02:53:24;50,08;222,85;0,13;-0,00;0,03;50,08;224,40;0,13;-0,00;0,03;50,08;224,16;0,13;-0,00;0,03;50,08;222,82;0,13;-0,00;0,03
2021_05_08 02:53:29;50,08;222,82;0,13;-0,00;0,03;50,08;224,44;0,13;-0,00;0,03;50,08;224,18;0,13;-0,00;0,03;50,08;222,86;0,13;-0,00;0,03
2021_05_08 02:53:34;50,06;222,85;0,13;-0,00;0,03;50,06;224,45;0,13;-0,00;0,03;50,06;224,19;0,13;-0,00;0,03;50,06;222,90;0,13;-0,00;0,03
2021_05_08 02:53:39;50,06;222,88;0,13;-0,00;0,03;50,06;224,45;0,13;-0,00;0,03;50,06;224,26;0,13;-0,00;0,03;50,06;222,87;0,13;-0,00;0,03
2021_05_08 02:53:44;50,05;222,81;0,13;-0,00;0,03;50,05;224,41;0,13;-0,00;0,03;50,05;224,15;0,13;-0,00;0,03;50,05;222,79;0,13;-0,00;0,03
2021_05_08 02:53:49;50,03;222,85;0,13;-0,00;0,03;50,03;224,42;0,13;-0,00;0,03;50,03;224,18;0,13;-0,00;0,03;50,03;222,84;0,13;-0,00;0,03
2021_05_08 02:53:54;50,03;223,01;0,13;-0,00;0,03;50,03;224,59;0,13;-0,00;0,03;50,03;224,29;0,13;-0,00;0,03;50,03;222,98;0,13;-0,00;0,03
2021_05_08 02:53:59;50,04;222,77;0,13;-0,00;0,03;50,04;224,39;0,13;-0,00;0,03;50,04;224,14;0,13;-0,00;0,03;50,04;222,80;0,13;-0,00;0,03
2021_05_08 02:54:04;50,04;222,88;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;224,24;0,13;-0,00;0,03;50,04;222,90;0,13;-0,00;0,03
2021_05_08 02:54:09;50,05;222,93;0,13;-0,00;0,03;50,05;224,54;0,13;-0,00;0,03;50,05;224,28;0,13;-0,00;0,03;50,05;222,94;0,13;-0,00;0,03
2021_05_08 02:54:14;50,05;221,24;0,13;-0,00;0,03;50,05;222,94;0,13;-0,00;0,03;50,05;222,83;0,13;-0,00;0,03;50,05;221,23;0,13;-0,00;0,03
2021_05_08 02:54:19;50,05;221,27;0,13;-0,00;0,03;50,05;222,97;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03;50,05;221,29;0,13;-0,00;0,03
2021_05_08 02:54:24;50,06;221,25;0,13;-0,00;0,03;50,06;222,92;0,13;-0,00;0,03;50,06;222,80;0,13;-0,00;0,03;50,06;221,24;0,13;-0,00;0,03
2021_05_08 02:54:29;50,05;221,18;0,13;-0,00;0,03;50,05;222,88;0,13;-0,00;0,03;50,05;222,71;0,13;-0,00;0,03;50,05;221,17;0,13;-0,00;0,03
2021_05_08 02:54:34;50,04;221,28;0,13;-0,00;0,03;50,04;222,91;0,13;-0,00;0,03;50,04;222,77;0,13;-0,00;0,03;50,04;221,21;0,13;-0,00;0,03
2021_05_08 02:54:39;50,05;221,13;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03;50,05;222,69;0,13;-0,00;0,03;50,05;221,16;0,13;-0,00;0,03
2021_05_08 02:54:44;50,01;221,14;0,13;-0,00;0,03;50,02;222,91;0,13;-0,00;0,03;50,02;222,77;0,13;-0,00;0,03;50,02;221,20;0,13;-0,00;0,03
2021_05_08 02:54:49;50,02;221,25;0,13;-0,00;0,03;50,02;222,96;0,13;-0,00;0,03;50,02;222,78;0,13;-0,00;0,03;50,02;221,23;0,13;-0,00;0,03
2021_05_08 02:54:54;50,04;221,07;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03;50,04;222,62;0,13;-0,00;0,03;50,04;221,09;0,13;-0,00;0,03
2021_05_08 02:54:59;50,06;221,25;0,13;-0,00;0,03;50,06;222,97;0,13;-0,00;0,03;50,06;222,83;0,13;-0,00;0,03;50,06;221,28;0,13;-0,00;0,03
2021_05_08 02:55:04;50,04;221,11;0,13;-0,00;0,03;50,04;222,81;0,13;-0,00;0,03;50,04;222,65;0,13;-0,00;0,03;50,04;221,15;0,13;-0,00;0,03
2021_05_08 02:55:09;50,04;221,04;0,13;-0,00;0,03;50,04;222,77;0,13;-0,00;0,03;50,04;222,59;0,13;-0,00;0,03;50,04;221,05;0,13;-0,00;0,03
2021_05_08 02:55:14;50,04;221,18;0,13;-0,00;0,03;50,04;222,86;0,13;-0,00;0,03;50,04;222,72;0,13;-0,00;0,03;50,04;221,18;0,13;-0,00;0,03
2021_05_08 02:55:19;50,04;221,25;0,13;-0,00;0,03;50,04;222,88;0,13;-0,00;0,03;50,04;222,75;0,13;-0,00;0,03;50,04;221,19;0,13;-0,00;0,03
2021_05_08 02:55:24;50,04;221,30;0,13;-0,00;0,03;50,04;222,95;0,13;-0,00;0,03;50,04;222,84;0,13;-0,00;0,03;50,04;221,25;0,13;-0,00;0,03
2021_05_08 02:55:29;50,04;221,22;0,13;-0,00;0,03;50,04;222,91;0,13;-0,00;0,03;50,04;222,81;0,13;-0,00;0,03;50,04;221,20;0,13;-0,00;0,03
2021_05_08 02:55:34;50,05;221,22;0,13;-0,00;0,03;50,05;222,93;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03;50,05;221,22;0,13;-0,00;0,03
2021_05_08 02:55:39;50,06;221,30;0,13;-0,00;0,03;50,06;222,99;0,13;-0,00;0,03;50,06;222,85;0,13;-0,00;0,03;50,06;221,30;0,13;-0,00;0,03
2021_05_08 02:55:44;50,06;221,32;0,13;-0,00;0,03;50,06;223,02;0,13;-0,00;0,03;50,06;222,84;0,13;-0,00;0,03;50,06;221,32;0,13;-0,00;0,03
2021_05_08 02:55:49;50,05;221,06;0,13;-0,00;0,03;50,05;222,78;0,13;-0,00;0,03;50,05;222,62;0,13;-0,00;0,03;50,05;221,06;0,13;-0,00;0,03
2021_05_08 02:55:54;50,04;221,13;0,13;-0,00;0,03;50,04;222,83;0,13;-0,00;0,03;50,04;222,67;0,13;-0,00;0,03;50,04;221,13;0,13;-0,00;0,03
2021_05_08 02:55:59;50,02;221,21;0,13;-0,00;0,03;50,02;222,92;0,13;-0,00;0,03;50,02;222,75;0,13;-0,00;0,03;50,02;221,21;0,13;-0,00;0,03
2021_05_08 02:56:04;50,02;221,22;0,13;-0,00;0,03;50,02;222,90;0,13;-0,00;0,03;50,02;222,77;0,13;-0,00;0,03;50,02;221,22;0,13;-0,00;0,03
2021_05_08 02:56:09;50,04;221,28;0,13;-0,00;0,03;50,04;222,97;0,13;-0,00;0,03;50,04;222,81;0,13;-0,00;0,03;50,04;221,28;0,13;-0,00;0,03
2021_05_08 02:56:14;50,06;221,15;0,13;-0,00;0,03;50,06;222,85;0,13;-0,00;0,03;50,06;222,69;0,13;-0,00;0,03;50,06;221,15;0,13;-0,00;0,03
2021_05_08 02:56:19;50,05;221,18;0,13;-0,00;0,03;50,05;222,91;0,13;-0,00;0,03;50,05;222,74;0,13;-0,00;0,03;50,05;221,18;0,13;-0,00;0,03
2021_05_08 02:56:24;50,05;221,18;0,13;-0,00;0,03;50,05;222,91;0,13;-0,00;0,03;50,05;222,73;0,13;-0,00;0,03;50,04;221,17;0,13;-0,00;0,03
2021_05_08 02:56:29;50,04;221,22;0,13;-0,00;0,03;50,04;222,91;0,13;-0,00;0,03;50,04;222,79;0,13;-0,00;0,03;50,04;221,19;0,13;-0,00;0,03
2021_05_08 02:56:34;50,03;221,05;0,13;-0,00;0,03;50,03;222,75;0,13;-0,00;0,03;50,03;222,60;0,13;-0,00;0,03;50,03;221,13;0,13;-0,00;0,03
2021_05_08 02:56:39;50,03;221,17;0,13;-0,00;0,03;50,03;222,80;0,13;-0,00;0,03;50,03;222,67;0,13;-0,00;0,03;50,03;221,12;0,13;-0,00;0,03
2021_05_08 02:56:44;50,05;221,31;0,13;-0,00;0,03;50,05;222,96;0,13;-0,00;0,03;50,05;222,85;0,13;-0,00;0,03;50,05;221,33;0,13;-0,00;0,03
2021_05_08 02:56:49;50,05;221,30;0,13;-0,00;0,03;50,05;222,97;0,13;-0,00;0,03;50,05;222,81;0,13;-0,00;0,03;50,05;221,24;0,13;-0,00;0,03
2021_05_08 02:56:54;50,02;221,27;0,13;-0,00;0,03;50,02;222,96;0,13;-0,00;0,03;50,02;222,80;0,13;-0,00;0,03;50,02;221,27;0,13;-0,00;0,03
2021_05_08 02:56:59;50,03;221,38;0,13;-0,00;0,03;50,03;223,04;0,13;-0,00;0,03;50,03;222,91;0,13;-0,00;0,03;50,03;221,41;0,13;-0,00;0,03
2021_05_08 02:57:04;50,03;221,20;0,13;-0,00;0,03;50,03;222,90;0,13;-0,00;0,03;50,03;222,75;0,13;-0,00;0,03;50,03;221,25;0,13;-0,00;0,03
2021_05_08 02:57:09;50,02;221,11;0,13;-0,00;0,03;50,02;222,81;0,13;-0,00;0,03;50,02;222,65;0,13;-0,00;0,03;50,02;221,09;0,13;-0,00;0,03
2021_05_08 02:57:14;50,02;221,18;0,13;-0,00;0,03;50,02;222,89;0,13;-0,00;0,03;50,02;222,77;0,13;-0,00;0,03;50,02;221,26;0,13;-0,00;0,03
2021_05_08 02:57:19;50,03;221,34;0,13;-0,00;0,03;50,03;223,03;0,13;-0,00;0,03;50,03;222,85;0,13;-0,00;0,03;50,03;221,35;0,13;-0,00;0,03
2021_05_08 02:57:24;50,03;221,37;0,13;-0,00;0,03;50,03;223,06;0,13;-0,00;0,03;50,03;222,89;0,13;-0,00;0,03;50,03;221,36;0,13;-0,00;0,03
2021_05_08 02:57:29;50,02;221,26;0,13;-0,00;0,03;50,02;222,97;0,13;-0,00;0,03;50,02;222,81;0,13;-0,00;0,03;50,02;221,21;0,13;-0,00;0,03
2021_05_08 02:57:34;50,02;221,20;0,13;-0,00;0,03;50,02;222,88;0,13;-0,00;0,03;50,02;222,69;0,13;-0,00;0,03;50,02;221,21;0,13;-0,00;0,03
2021_05_08 02:57:39;50,03;221,34;0,13;-0,00;0,03;50,03;223,04;0,13;-0,00;0,03;50,03;222,89;0,13;-0,00;0,03;50,03;221,36;0,13;-0,00;0,03
2021_05_08 02:57:44;50,04;221,14;0,13;-0,00;0,03;50,04;222,86;0,13;-0,00;0,03;50,04;222,72;0,13;-0,00;0,03;50,04;221,15;0,13;-0,00;0,03
2021_05_08 02:57:49;50,02;221,21;0,13;-0,00;0,03;50,02;222,88;0,13;-0,00;0,03;50,02;222,76;0,13;-0,00;0,03;50,02;221,22;0,13;-0,00;0,03
2021_05_08 02:57:54;50,03;221,25;0,13;-0,00;0,03;50,03;222,91;0,13;-0,00;0,03;50,02;222,84;0,13;-0,00;0,03;50,02;221,25;0,13;-0,00;0,03
2021_05_08 02:57:59;50,03;221,30;0,13;-0,00;0,03;50,03;223,00;0,13;-0,00;0,03;50,03;222,85;0,13;-0,00;0,03;50,03;221,33;0,13;-0,00;0,03
2021_05_08 02:58:04;50,03;221,33;0,13;-0,00;0,03;50,03;222,99;0,13;-0,00;0,03;50,02;222,80;0,13;-0,00;0,03;50,02;221,26;0,13;-0,00;0,03
